Date,HINDUNILVR,LT,INFY,HDFCBANK,SBIN,RELIANCE,BHARTIARTL,ICICIBANK,TCS,ITC
2021-01-04,0.016313812532013028,0.013569742400833196,0.02205599964123972,-0.006350672323271911,0.005905224538441445,0.0016855569750984234,0.0037853025778218363,0.007961979079497361,0.037974993205198704,-0.0021042900920476004
2021-01-05,0.026387004304341266,0.0071704492204265335,0.026458904924827165,0.0011579020818428543,0.008410754322148994,-0.010767343127975448,-0.0022323405137170127,0.018483481890188225,0.0562623026353426,-0.011222880490920684
2021-01-06,0.012460348840344082,0.013107148926956524,0.017176433273573544,-0.003157730901717337,0.020221745682370118,-0.03685533977550448,0.01970302479638697,0.03639799463498927,0.04208991713135535,-0.039513573272974445
2021-01-07,-0.00783217113125978,0.0323437865704479,0.001348835102576329,-0.006175171324920181,0.029706401775315028,-0.038415090637215044,0.05842951068819979,0.025781863019840756,0.035704248643303016,-0.051671661959257764
2021-01-08,0.0015287600082674047,0.05890520479250472,0.04097745531316366,0.004631332526954468,0.02362198272044247,-0.0270692026838546,0.04872369847650493,0.02758280110113942,0.06579014533266014,-0.05775075407072083
2021-01-11,0.01740303999712456,0.04086345841050343,0.09183250617293504,0.01852551397476132,0.011094996592652784,-0.045408726644135755,0.062117865059705624,0.032606741231612446,0.08476049842539735,-0.05307461755726561
2021-01-12,-0.004879563814778498,0.04070932735263466,0.08830188730140454,0.03926184408800215,0.04688617894506586,-0.015320721559636485,0.098223847109838,0.03886241103426902,0.08421421759428771,-0.03460365859483938
2021-01-13,-0.006366313812532054,0.04279104806014722,0.10051974153527565,0.03199891592049631,0.09806712142145657,-0.024503138995207063,0.12248856289042487,0.054976105329635594,0.07878434793697098,-0.012157897612997792
2021-01-14,0.0046073973562896775,0.061372403369891915,0.08731012653604053,0.030665512840302167,0.09967770293598188,-0.013534601341927188,0.12695324391785845,0.04890981276775874,0.11222931312890405,0.001402860061365141
2021-01-15,-0.015245814724621054,0.04406345552617941,0.06703961097442179,0.029192003148537538,0.08750898533364548,-0.025182383143368625,0.16985350446770675,0.0293838588143025,0.10629332468324448,0.018704641590463478
2021-01-18,-0.023015307818804343,0.03010793480506635,0.04093789278036608,0.04073544571323873,0.05386536550800769,-0.0017862562978748775,0.13937681692979953,0.010710760419606613,0.1023242169027685,0.027589549361299426
2021-01-19,-0.010219552851738478,0.05616820175124526,0.04458742403740823,0.05529623676767059,0.06871862664936934,0.014540914168864383,0.1497622545929056,0.03592425245338049,0.1156507917123264,0.023380873640561406
2021-01-20,-0.013235399836453166,0.06603699606079472,0.0626760434365139,0.04698076227741654,0.0828559532768669,0.033811294504082934,0.1572356645404338,0.04454970985085871,0.13210856117988934,0.01776952893174366
2021-01-21,-0.008334718690186316,0.05728607755886861,0.06287441806829852,0.03491118445154928,0.055296993520918436,0.056301807845416496,0.12850626773241336,0.04777247263630491,0.12015009624443462,-0.0007015255673252785
2021-01-22,0.009130774691552102,0.05019274394244433,0.06378705376806715,0.01298192560357303,0.015390001138794407,0.031245366895601423,0.11977104909197789,0.011943088251110456,0.13015824615344895,-0.01472983957104812
2021-01-25,0.005046929899445551,0.04957601941069867,0.05129136265613865,0.026525288921621204,0.005547377788917451,-0.023396262925659328,0.12734153074672183,0.019999935398793633,0.12612066064537797,-0.02829078831869658
2021-01-27,0.0015708823450122367,0.04845804345294047,0.03217141995887074,-0.010841806305183721,-0.013421874143268009,-0.046540777544377354,0.10802660752784865,-0.009763036792659885,0.11577069996950762,-0.014963713272370782
2021-01-28,-0.036501756782257866,0.03727838402549266,0.01249569111192872,-0.037612741464413846,0.010558196341515114,-0.05582389430272461,0.10822087444318029,0.0014217050722837854,0.09370189824883846,-0.03390222856415692
2021-01-29,-0.05178958151739266,0.02906707445130996,-0.016977833854670776,-0.024244787211245122,0.009663549340854116,-0.07323283404840031,0.07463838627796271,0.018009380812987308,0.0645510933417881,-0.04956756294049569
2021-02-01,-0.05819768068797582,0.11707781134699036,0.000357299124330579,0.036279246450747316,0.11202585606956594,-0.04638993268046121,0.12423573011941125,0.14464449417673997,0.07413094443981061,0.009819829356270127
2021-02-02,-0.06579963920814524,0.1720894793384764,0.008568547763946999,0.09508439998378271,0.19219750682222503,-0.031043968250047627,0.16344738929595426,0.17033160876025888,0.09606307964084904,0.020341470889793767
2021-02-03,-0.06479431943782987,0.17852753062115423,0.019199629730658918,0.10508400375051763,0.20239785641421704,-0.028603710674788063,0.18188879065078378,0.17981040024395378,0.09489963245470578,0.013560948747648238
2021-02-04,-0.05945444272710132,0.17949117522077374,0.014994874291737847,0.10810144417372047,0.2709375295619729,-0.03179880493037479,0.16587405847545256,0.19109001017708316,0.09093071729793611,0.07528631376449901
2021-02-05,-0.0494230924759399,0.16923680289121434,0.00924268433133757,0.12108346171076567,0.40694327535521,-0.0320755239477617,0.1280210326972333,0.16426543583024622,0.08049503907275546,0.09586165835561555
2021-02-08,-0.06320288139248598,0.19645340329688254,0.034194279235278735,0.12645173295054657,0.4210808429975246,-0.01813832943497662,0.15946806680460024,0.1935543069444987,0.09970674966950543,0.09001624887218984
2021-02-09,-0.0717471446672,0.20774853583006303,0.03578116389599684,0.13108306547750082,0.41302769441008236,-0.015773732431965337,0.16267093913912656,0.20066343046523571,0.08697894565102815,0.07084405095236646
2021-02-10,-0.06368448010927119,0.19726291683863306,0.028601126160983315,0.10996107444855285,0.403900945320365,-0.006641596617700141,0.14568573689343567,0.19838863057046385,0.09943303138283177,0.06406362434686375
2021-02-11,-0.05216632369724061,0.18003088429865244,0.025546494012177012,0.10336466395420008,0.39638501875999,0.03431438287746835,0.16102096711825542,0.1955451007940332,0.09693537609489677,0.05891974043076331
2021-02-12,-0.06115062498315127,0.17297610848422917,0.03915274588142226,0.11010136492706768,0.4071222288568239,0.027220115587853977,0.1380179365296761,0.22767762131658031,0.09173482495994834,0.016834320736381247
2021-02-15,-0.07218695802593422,0.18554364848344185,0.03903394588946951,0.13441629737757,0.4565138773318931,0.02269170786663799,0.15247989189225208,0.2776303846750632,0.07430218691472468,0.022211982817161635
2021-02-16,-0.08018666373120809,0.19464138690310673,0.02376157190035122,0.14146869789383154,0.4400500346760061,0.03622644528873131,0.15296512692743192,0.24805678972438905,0.06367841164032728,0.020575249054473943
2021-02-17,-0.09367333734712424,0.19379341570949027,0.016541971632539898,0.11329421441514986,0.47369353399423564,0.04817612093825385,0.152770983513,0.24616098357490457,0.05146356455176715,0.018236989724460972
2021-02-18,-0.10081464599264967,0.17548186486361717,0.025387794306748868,0.0906987136944375,0.48604144611300293,0.04035225983908952,0.143453334629269,0.22208531020004063,0.04607482005574881,0.023380873640561406
2021-02-19,-0.08646929450140661,0.16330000303454928,0.02447549578765762,0.08003213258718889,0.43002839757081146,0.04669182652854298,0.12850626773241314,0.183033043397536,0.051035843611894505,0.009819829356270349
2021-02-22,-0.09212379698606277,0.1196607834805159,0.0037685560361124804,0.08627763301831082,0.39405850273160126,0.010364681917035323,0.10705601395658926,0.15611348135064906,0.01223613200810747,-0.007943680766983374
2021-02-23,-0.08724423317128416,0.14595229708856583,0.004680854555203728,0.07305006117712876,0.41589107094331346,0.018088047813672015,0.09783556028097395,0.16834117380631675,0.01967766734232601,-0.0009962561100459455
2021-02-24,-0.08741182390841384,0.1770237763431164,0.010988268697482928,0.12729375162205092,0.4540085283092987,0.036981077848809774,0.11220032043543426,0.21535530005645476,0.008694841479357285,0.0006806030425747789
2021-02-25,-0.09392466728970295,0.16148798664077368,0.011186643329267554,0.12725872496915835,0.4575874778341684,0.07891826338030383,0.12423573011941147,0.19052128029542414,0.02484412408125647,0.002118047368596221
2021-02-26,-0.1070132567418205,0.11218197199421698,-0.005672390533450589,0.07673411120695661,0.39638501875999044,0.049459152782578064,0.07987976446402367,0.13317526773910293,-0.00971314670279333,-0.02327616548016509
2021-03-01,-0.10225977912169881,0.1355820510527337,0.005196740991403104,0.09392649790193985,0.4135647959297415,0.05745910161643564,0.03309719137958744,0.15327007120608216,0.000517387275161596,-0.008662402929994095
2021-03-02,-0.08778884690383992,0.1454510456625533,0.03494810283606031,0.100452579290091,0.410880493405533,0.059622640174308295,0.05056793741270749,0.15734580918215268,0.028625134812515496,0.005711658183649826
2021-03-03,-0.08127583503320379,0.15412494871061266,0.06592905021710482,0.11353986065275845,0.4497135237631569,0.10797491688733829,0.060467769537934535,0.19829376250227781,0.04667339822312244,0.00595135962017701
2021-03-04,-0.07985176307252695,0.12767940419482904,0.055456330775143226,0.08911975631010627,0.4160700244449276,0.09476731618410317,0.047461889783597666,0.17677713433115105,0.04345735282248531,0.004753425657397337
2021-03-05,-0.07809262196382227,0.12841180213257752,0.04462709896376471,0.07364661747796841,0.3731209430427753,0.09620119289234297,0.034261866614828884,0.1553553742282101,0.029206569470027643,-0.0007565546735186501
2021-03-08,-0.08921297502763248,0.16823440018932434,0.05974088564101421,0.0662782416178962,0.3944164097348293,0.10244026437926856,0.02047947495321445,0.15270134132442292,0.028830182747887845,-0.003391932962319766
2021-03-09,-0.07918156861335535,0.16291452516467486,0.0675159348778227,0.09645282971686919,0.3872582696702733,0.10241502150849136,0.012811736339904956,0.18502371761520586,0.04388497745050479,-0.004350261025214963
2021-03-10,-0.06688869818390963,0.1751734024476097,0.0854459669650598,0.09171604949734857,0.3876161766735011,0.0978363321659701,0.020770690074862097,0.18597144124215204,0.05072793461734926,-0.010578963519141782
2021-03-12,-0.07656380579243915,0.167309213241571,0.09076128316129761,0.08904942720390441,0.36399419395305843,0.0755220426394958,0.017567632488986185,0.16180089979910228,0.046280060614827034,-0.01680776154971131
2021-03-15,-0.07400894566106242,0.14398604948678617,0.08976952239593339,0.07269924304736963,0.37401546953602804,0.0610816917132424,0.014947128647305519,0.14407576429508073,0.04908552858545345,-0.015609923123574454
2021-03-16,-0.060103351365437874,0.1270625795129483,0.09802067074902476,0.06112068189630371,0.3548673243559328,0.0569055955415787,0.02746771161601269,0.1278673215633923,0.06410603626834632,-0.00411065512533082
2021-03-17,-0.06753783147470871,0.10844266640120237,0.10040071675620421,0.04933159309399371,0.31764463449801705,0.034138363182858456,0.015044200354521253,0.11753543525720911,0.06509833729142867,0.009065567562176025
2021-03-18,-0.072186958025934,0.1010794281707712,0.06081177147197381,0.04627903408442613,0.3138866109641252,0.010867906370586544,0.023391317417442714,0.09687190190857087,0.03894080846866199,0.04284493600382433
