Date,HINDUNILVR,LT,INFY,HDFCBANK,SBIN,RELIANCE,BHARTIARTL,ICICIBANK,TCS,ITC
2021-01-04,0.01618217206796059,0.013478497962050605,0.021816284449877512,-0.0063709236278801495,0.005887857039131379,0.0016841380182049657,0.003778156348103041,0.007930449770625883,0.037271693129024897,-0.002106507221311472
2021-01-05,0.009862700737366115,-0.006333634179384935,0.00429863805590862,0.007528155858139194,0.0024877239739753273,-0.012509868481084365,-0.006012992248297851,0.010384288707166593,0.017464853957803547,-0.009179824980182555
2021-01-06,-0.013661515212772956,0.005877129756909176,-0.009084336441168085,-0.004319959284643097,0.011644420383425242,-0.026725929701114537,0.021746268642950685,0.0174364962927197,-0.013508314646270907,-0.02902909613775844
2021-01-07,-0.02024636127217499,0.01880974456722792,-0.01568265982293131,-0.0030315894983832846,0.009253713391363364,-0.001620748418675576,0.03727478304561285,-0.010296119768917561,-0.006146603641331907,-0.012739060208293138
2021-01-08,0.009390596323901927,0.02540381061776191,0.03881220639694519,0.010814957457496877,-0.0059264138255507,0.011730086252187303,-0.009212316229430582,0.001754134153134696,0.02863481577535227,-0.006430958574980069
2021-01-11,0.015725748763605985,-0.01718493156525959,0.04769735029424626,0.013735366006009726,-0.012313402338599726,-0.01902969379788106,0.012691001151222221,0.0048771726929625996,0.017642779273019462,0.004950464603009838
2021-01-12,-0.022144849164166806,-0.0001480909619924662,-0.0032389030406494205,0.020154688939904655,0.03478631574582262,0.031032719652986554,0.033429289640660165,0.0060398570869109654,-0.0005037226470423015,0.01931843703746926
2021-01-13,-0.0014951574536004953,0.001998292320751395,0.011163980627551993,-0.007013079256459966,0.04773125747000578,-0.009369040280865196,0.0218539612697845,0.015391838760286084,-0.005020697794180733,0.022984136078164758
2021-01-14,0.01098348100083972,0.017661972338785383,-0.012075688071483197,-0.0012928940329237618,0.001465667701722101,0.011181307769202582,0.003969595369547227,-0.005766766459340927,0.03053158800478568,0.013634286376387729
2021-01-15,-0.01996004284187264,-0.0164425220881576,-0.01881877713038003,-0.001430691134380061,-0.011127393218960314,-0.011877856129310515,0.037360784123443166,-0.018790923310132056,-0.005351311282554424,0.017129984017041956
2021-01-18,-0.007921068198295895,-0.0134566809444682,-0.024765968578842196,0.011153591146702965,-0.03142504107186276,0.023717031560335552,-0.02639706999173445,-0.018306621381575197,-0.003594204952725044,0.00868395526419721
2021-01-19,0.013012164243670054,0.024983866737228085,0.003499871186314877,0.013893898084141373,0.01399568040561241,0.01622406241920891,0.00907372474403996,0.02464021922789983,0.012017029164448273,-0.004104088075529122
2021-01-20,-0.00305163732973,0.009300576077910626,0.01716829810656241,-0.007910963076224251,0.013141566385296096,0.018816050088193204,0.00647892746484788,0.008291867116845462,0.014643972944725608,-0.005498231622627278
2021-01-21,0.004954121665269758,-0.008242709889068812,0.00018665718453015842,-0.011594946670345663,-0.025779714283613347,0.02152168838273454,-0.025139242032249005,0.0030805631762197963,-0.010619186453233,-0.018315268307117678
2021-01-22,0.017458987860645873,-0.006731607767504871,0.0008582802367736817,-0.02141722824843294,-0.03854946148920275,-0.024006781384756832,-0.007770627341796412,-0.03479412368690385,0.008894972931384476,-0.014137629117747248
2021-01-25,-0.004055104352492325,-0.0005874213963397148,-0.011815955757102169,0.013281210576542374,-0.009740728511625673,-0.05444146669408176,0.0067379893331707885,0.00793023158375929,-0.0035789811319207406,-0.013859283348109019
2021-01-27,-0.003464587038192777,-0.001065736808913634,-0.018354519819317773,-0.037080600210040685,-0.01904480942307879,-0.02398432028279108,-0.017281631238809818,-0.029613571681334768,-0.009233305760335323,0.013621885046176301
2021-01-28,-0.03875426426328649,-0.010720210230339526,-0.019246493579257028,-0.027437346699143782,0.02401560949875072,-0.009783956562491525,0.0001753115727458288,0.01123170312615201,-0.019977197892275075,-0.019413438053562063
